mapAggregate	1	1536	10000	86601093408	2245739334
mapAggregate	2	1536	10000	86601093408	2284369542
mapAggregate	3	1536	10000	86601093408	2271249708
mapAggregate	4	1536	10000	86601093408	2485220459
mapAggregate	5	1280	10000	72167577840	2004802791
