com.oracle.truffle.api.staticobject.GeneratedStaticObject$$4	4227	17536549680
[Ljava.lang.Object;	1133	5814633224
java.lang.Long	590	2559199560
com.oracle.truffle.api.staticobject.GeneratedStaticObject$$6	265	1246890088
com.oracle.truffle.api.staticobject.GeneratedStaticObject$$7	27	51351504
thc.runtime.Thunk	18	38775656
