com.oracle.truffle.api.staticobject.GeneratedStaticObject$$4	4330	24595539960
[Ljava.lang.Object;	970	5520304728
java.lang.Long	673	2261638040
com.oracle.truffle.api.staticobject.GeneratedStaticObject$$6	189	725944664
com.oracle.truffle.api.staticobject.GeneratedStaticObject$$7	32	81708032
thc.runtime.Thunk	25	56567240
