floatCase	0	0
floatCase	1	1
floatCase	2	1
floatCase	3	1
floatCase	4	2
floatCase	15	3
floatCase	16	4
floatCase	17	4
floatCase	81	9
floatCase	65535	255
floatCase	65536	256
floatCase	1048576	1024
floatCase	16777216	4096
doubleCase	0	0
doubleCase	1	1
doubleCase	2	1
doubleCase	3	1
doubleCase	4	2
doubleCase	15	3
doubleCase	16	4
doubleCase	17	4
doubleCase	81	9
doubleCase	65535	255
doubleCase	65536	256
doubleCase	1048576	1024
doubleCase	16777216	4096
