pairInputs	-9223372036854775808	9223372036854775807	-3
pairInputs	9223372036854775807	-9223372036854775808	-1
pairInputs	0	0	0
pairInputs	0	1	3
pairInputs	1	0	1
pairInputs	-7	19	50
pairInputs	4097	-3000000000	-8999995903
