betweenInputs	-9223372036854775808	9223372036854775807	6
betweenInputs	9223372036854775807	-9223372036854775808	8
betweenInputs	0	0	11
betweenInputs	0	1	16
betweenInputs	1	0	14
betweenInputs	-7	19	85
betweenInputs	4097	-3000000000	-14999987698
