mapAggregate	1	1280	10000	72167577840	2023889083
mapAggregate	2	1280	10000	72167577840	2157314125
mapAggregate	3	1024	10000	57734062272	2149112500
mapAggregate	4	1024	10000	57734062272	2496431000
mapAggregate	5	1024	10000	57734062272	2366834250
