com.oracle.truffle.api.staticobject.GeneratedStaticObject$$4	4369	15820226280
[Ljava.lang.Object;	1165	4734823888
java.lang.Long	605	3876523480
com.oracle.truffle.api.staticobject.GeneratedStaticObject$$6	310	2160866200
thc.runtime.Thunk	15	18863792
com.oracle.truffle.api.staticobject.GeneratedStaticObject$$7	8	10479872
org.graalvm.polyglot.Value	2	2095992
